
RLG|-4.205253|100.947243
RHG|-2.326567|78.053680
HG|7.208518|67.517212
LLG|6.823283|98.084343
RLG|-4.073165|99.575371
RHG|-11.481765|72.350288
HG|8.915626|67.834648
LLG|6.744792|102.223801
RLG|-8.990928|117.337425
RHG|-34.068039|50.862160
HG|9.743522|58.698582
LLG|3.673088|126.020882
RLG|-6.196618|99.950043
RHG|-60.526936|-16.220387
HG|9.333653|71.097298
LLG|-26.212893|174.314117
RLG|-15.267074|123.162987
RHG|-71.497917|-13.765746
HG|15.883152|64.474358
LLG|-23.939589|-170.456299
RLG|-10.860792|114.197121
RHG|-66.065292|13.765243
HG|3.827272|61.583797
LLG|-8.364523|-176.461761
RLG|-26.687199|124.112099
RHG|-75.702904|-169.154526
HG|8.989546|56.975491
LLG|-3.012393|-162.836502
RLG|-28.604565|118.696907
RHG|-70.257538|175.257660
HG|1.821847|65.511208
LLG|-4.339278|-174.209961
RLG|-14.286226|111.951591
RHG|-60.043518|9.434178
HG|10.307168|69.813293
LLG|-14.965075|174.982208
RLG|21.655245|67.779213
RHG|-68.959297|-15.787035
HG|12.686245|49.869209
LLG|-0.244767|118.865356
RLG|3.695453|96.985023
RHG|-71.378616|-5.938169
HG|14.517178|52.664204
LLG|4.934732|106.672577
RLG|0.194840|85.119209
RHG|-70.586197|1.937990
HG|10.579034|58.954830
LLG|4.495636|102.612144
RLG|-18.302111|109.595741
RHG|-79.072136|0.442971
HG|7.624571|49.974785
LLG|15.592360|71.380882
RLG|-6.103247|126.914787
RHG|-70.217934|-11.466796
HG|8.417350|56.466972
LLG|18.973463|123.809906
RLG|20.635321|-169.029343
RHG|-74.889580|-6.694745
HG|5.158848|59.088383
LLG|7.300732|113.694115
RLG|-13.559450|-158.347458
RHG|-79.877792|-176.295212
HG|14.108023|52.819695
LLG|-5.727161|118.177223
RLG|-27.287670|-161.441757
RHG|-54.236675|2.536755
HG|13.736684|56.012974
LLG|14.802232|113.725685
RLG|-16.951092|-174.422897
RHG|-69.136726|4.908848
HG|5.641219|60.408337
LLG|2.973620|112.312805
RLG|-15.120214|-165.582336
RHG|-70.774010|-173.008057
HG|6.958387|65.063782
LLG|1.475864|109.622108
RLG|-11.526564|-168.032166
RHG|-83.148987|1.982510
HG|11.074696|38.888119
LLG|-8.563847|114.258293
RLG|-16.592194|136.585220
RHG|-75.896561|-13.739984
HG|2.436179|55.006489
LLG|4.984640|95.574753
RLG|-2.486528|108.100182
RHG|-84.929443|-4.000480
HG|4.407743|54.174870
LLG|5.546889|95.847954
RLG|-7.532537|97.536232
RHG|-82.670532|-6.300994
HG|7.081292|48.458046
LLG|10.519255|121.417702
RLG|-6.709786|102.159676
RHG|-76.202240|-8.165795
HG|-0.415756|59.711048
LLG|9.917531|-162.513107
RLG|-21.850288|122.123344
RHG|-77.927002|-10.022204
HG|-4.716555|61.441353
LLG|-14.076198|-174.371994
RLG|27.957193|148.537277
RHG|-69.691467|2.413266
HG|0.792548|67.412674
LLG|-15.818209|-161.810852
RLG|-28.996389|127.649170
RHG|-67.201088|-158.112930
HG|5.274657|62.046577
LLG|-14.277535|-168.941284
RLG|-47.504833|139.210190
RHG|-77.162102|-167.360703
HG|8.729314|67.531487
LLG|-11.633892|-169.118073
RLG|-20.192102|115.520752
RHG|-70.201118|15.722329
HG|13.696084|69.543800
LLG|-1.892239|-170.923019
RLG|-12.879981|116.920189
RHG|-72.907127|-7.293156
HG|12.220514|33.220600
LLG|-8.544404|120.221504
RLG|-16.722622|67.255676
RHG|-73.635109|-3.864778
HG|3.105445|62.872826
LLG|-0.219291|92.641541
RLG|-22.611149|113.908180
RHG|-79.538216|-5.460842
