
LLG|0.000000|94.763641
RHG|-10.736688|44.005543
RLG|3.734133|102.338539
HG|5.793031|56.178444
LLG|0.457639|93.237694
RHG|-8.012446|41.218029
RLG|1.893370|99.228828
HG|9.216767|45.179985
LLG|0.000000|93.661934
RHG|-8.793115|41.587639
RLG|3.733948|101.209274
HG|16.156052|38.347706
LLG|0.916185|92.049004
RHG|-11.467240|49.284161
RLG|2.077763|97.695663
HG|4.197089|63.020111
LLG|3.557918|85.413773
RHG|-20.102919|64.314186
RLG|2.336820|92.612816
HG|8.609324|115.087372
LLG|5.144358|79.240875
RHG|-29.837889|123.140083
RLG|-1.375473|84.987289
HG|3.244731|136.169312
LLG|8.881393|74.782104
RHG|-33.190666|129.455627
RLG|-1.850363|81.439911
HG|2.791827|134.739471
LLG|9.092187|74.484367
RHG|-34.228516|130.466583
RLG|2.749362|84.451942
HG|9.199343|136.356430
LLG|10.482685|75.410927
RHG|-47.390636|138.220825
RLG|1.628020|74.132774
HG|-17.121691|130.929703
LLG|10.081697|79.795769
RHG|-54.353264|30.839684
RLG|5.819798|98.244713
HG|-21.416937|67.855965
LLG|0.661658|94.464821
RHG|-41.494347|29.234892
RLG|7.852534|103.594963
HG|-14.154046|28.263931
LLG|-2.018885|99.457054
RHG|-8.243645|46.119694
RLG|-0.709382|104.111069
HG|19.917076|25.598127
LLG|1.378178|93.500465
RHG|14.802016|72.221283
RLG|-6.993527|103.079300
HG|45.015575|40.641624
LLG|5.833934|75.822540
RHG|-12.104341|125.016350
RLG|-6.335352|81.509804
HG|9.905404|129.276566
LLG|10.370374|76.046455
RHG|-31.702339|129.767090
RLG|3.434919|80.608398
HG|-2.436689|123.399933
LLG|9.168602|78.338608
RHG|-32.922741|132.747025
RLG|1.391071|82.430405
HG|1.590014|122.401428
LLG|10.984910|76.457413
RHG|-29.023026|124.512367
RLG|1.380810|81.111771
HG|2.076443|122.021584
RHG|-11.905510|115.366417
LLG|5.782199|81.151123
RLG|0.467150|92.842697
HG|34.678383|132.393677
LLG|-0.449314|91.004730
RHG|12.075638|102.504326
RLG|-4.422015|105.026642
HG|41.367947|37.262135
LLG|-1.142805|94.273552
RHG|5.343317|38.945618
RLG|-0.230803|108.071426
HG|-3.386656|14.832069
LLG|-5.474804|102.318092
RHG|-35.745964|19.346476
RLG|7.762810|106.707176
HG|-38.160786|21.618183
LLG|5.709232|97.768791
RHG|-42.585060|34.890060
RLG|6.545418|83.387833
HG|-12.293199|109.031372
RHG|-37.729576|128.215012
RLG|-6.439731|80.193443
HG|13.239122|121.970009
LLG|6.453911|74.823402
RHG|-28.905596|123.432785
RLG|-1.608111|86.606537
HG|12.579844|120.297081
LLG|5.526845|76.126183
RHG|-33.137211|126.543610
RLG|-4.411654|82.696457
HG|8.046566|121.240234
LLG|7.130995|81.582222
RHG|-45.692806|42.192947
RLG|1.403057|82.596489
HG|-30.505072|122.484558
LLG|11.342110|101.696030
RHG|-51.017414|24.859632
RLG|7.717025|101.287994
HG|-30.997879|21.806923
LLG|2.663173|103.704994
RHG|-22.198275|28.289263
RLG|7.207785|108.723038
HG|-2.539660|-0.230803
LLG|-5.065284|99.158638
RHG|18.170996|52.304474
RLG|-7.069060|109.351593
HG|47.090462|34.315456
LLG|-11.063532|76.224335
RHG|-17.147581|114.006126
RLG|-10.369064|100.962097
HG|3.653202|134.987503
LLG|9.317115|76.261932
RHG|-30.522982|127.930305
RLG|2.571058|82.291000
HG|6.437447|135.962097
LLG|6.449534|79.685143
RHG|-32.958279|130.605972
RLG|2.067051|83.669373
HG|6.394027|137.236847
LLG|7.869357|76.809387
RHG|-19.441664|119.225075
RLG|-2.324059|85.999374
HG|32.822300|143.662857
LLG|-0.449532|75.684265
RHG|-2.185892|114.916016
RLG|-6.677846|100.171318
HG|45.018829|43.168617
LLG|-6.752155|82.545013
RHG|12.684965|54.020828
RLG|-5.428883|102.865364
HG|17.535238|15.375105
LLG|-0.684642|91.330788
RLG|-3.061769|105.086449
RHG|-3.143880|35.307644
HG|-19.356424|11.659776
LLG|-0.463134|99.549599
RHG|-35.578972|26.302568
RLG|7.236742|97.475166
HG|-44.737183|27.324945
LLG|10.242794|79.716377
RHG|-43.315041|40.713062
RLG|0.000000|81.377388
HG|1.398378|110.881462
LLG|2.665241|79.820709
RLG|-5.323930|82.937027
RHG|-31.820129|124.556961
HG|15.104279|112.502541
LLG|3.550145|78.277451
RLG|-2.543214|85.118500
RHG|-23.467318|116.098358
HG|7.559012|107.499832
LLG|4.066484|77.697678
RLG|-2.800731|86.037590
RHG|-20.099804|69.894524
HG|11.874842|76.398842
LLG|3.462771|84.035271
RLG|-0.240622|95.548195
RHG|-8.961607|53.952938
HG|8.529718|45.048870
LLG|-2.590290|99.583435
RHG|3.485987|33.438400
RLG|5.092369|116.403343
HG|5.997254|22.177612
LLG|-3.943545|100.562134
RLG|1.169256|104.705765
RHG|-2.373119|42.771244
HG|5.293647|38.074566
LLG|4.519771|94.542358
RLG|-1.615478|87.182167
RHG|-27.715265|60.183754
HG|5.374171|117.929901
LLG|10.564572|72.887123
RLG|-2.542717|82.813957
RHG|-35.106560|126.221748
HG|7.409488|111.796165
LLG|7.345887|75.610451
RLG|-1.383290|83.610733
RHG|-34.149323|124.933655
HG|2.990173|108.739388
LLG|7.734365|76.612175
RLG|-3.017729|82.818413
RHG|-32.607647|123.610527
HG|0.210173|111.295013
LLG|7.057029|76.249458
RLG|-3.457219|85.570869
RHG|-24.888851|116.092667
HG|16.279299|127.416481
LLG|0.895030|73.876709
RLG|-10.816401|106.609200
RHG|-0.735233|101.621292
HG|52.141758|142.145065
LLG|-8.846571|80.342133
RLG|-11.734571|110.684555
RHG|17.466213|48.984055
HG|4.690845|25.945686
LLG|-11.125909|101.213608
RHG|-1.835659|33.543240
RLG|-6.916048|110.214455
HG|-38.032829|30.678385
LLG|-2.988945|95.882980
RLG|-3.408012|112.232101
RHG|9.263348|49.226959
HG|49.974655|21.302433
LLG|-7.874115|82.010277
RLG|-15.394114|74.440475
RHG|1.252473|81.108742
HG|3.408583|95.198669
LLG|-0.223693|82.594170
RLG|-3.074681|86.844421
RHG|-8.193646|64.686111
HG|5.535326|65.831558
LLG|12.668581|102.799370
RLG|12.323559|118.996040
RHG|-13.258778|44.832565
HG|12.745193|64.397629
LLG|9.956557|105.196770
RLG|0.669720|96.522438
RHG|-4.294021|27.230244
